community, age, size, layers, floor, orientation, five_years, two_years, unit_price, total_price, location, area
嘉丰佳苑, 2003, 126.12, 6, 低区, 朝南北, 1, 1, 30130, 380, 嘉定老城, 嘉定
桃园新村(嘉定), 1989, 43.02, 6, 高区, 朝南, 1, 1, 36029, 155, 嘉定老城, 嘉定
塔城路800弄, 1994, 69.5, 6, 中区, 朝南, 1, 1, 30215, 210, 嘉定老城, 嘉定
桃园新村(嘉定), 1984, 69.0, 6, 低区, 朝南北, 0, 1, 31159, 215, 嘉定老城, 嘉定
温宿路50弄, 1984, 39.0, 6, 中区, 朝南, 1, 1, 35897, 140, 嘉定老城, 嘉定
城中路216弄, 1979, 51.4, 7, 中区, 朝南, 1, 1, 33073, 170, 嘉定老城, 嘉定
桃园公寓(嘉定), 1996, 107.25, 29, 低区, 朝南, 1, 1, 27972, 300, 嘉定老城, 嘉定
塔城路666弄, 1998, 75.92, 6, 中区, 朝南, 1, 1, 30295, 230, 嘉定老城, 嘉定
金地格林世界(春岸城), 2004, 160.71, 5, 高区, 朝南北, 1, 1, 31423, 505, 嘉定老城, 嘉定
南苑二村, 1993, 71.32, 6, 低区, 朝南, 1, 1, 30286, 216, 嘉定老城, 嘉定
塔城路685弄, 1997, 74.8, 6, 高区, 朝南, 1, 1, 31417, 235, 嘉定老城, 嘉定
清水颐园, 2008, 105.49, 18, 低区, 朝南, 1, 1, 31756, 335, 嘉定老城, 嘉定
李园二村, 1986, 62.36, 6, 高区, 朝南, 1, 1, 29987, 187, 嘉定老城, 嘉定
梅园新村(嘉定), 1984, 34.5, 6, 高区, 朝南, 1, 1, 39130, 135, 嘉定老城, 嘉定
桃园新村(嘉定), 1984, 61.98, 6, 中区, 朝南, 1, 1, 30009, 186, 嘉定老城, 嘉定
桃园新村(嘉定), 1984, 61.96, 6, 中区, 朝南, 1, 1, 30019, 186, 嘉定老城, 嘉定
桃园公寓(嘉定), 1996, 83.03, 29, 低区, 朝西南, 1, 1, 30711, 255, 嘉定老城, 嘉定
桃园新村(嘉定), 1984, 46.32, 6, 高区, 朝南, 1, 1, 31951, 148, 嘉定老城, 嘉定
李园二村, 1990, 65.86, 6, 低区, 朝南, 1, 1, 31885, 210, 嘉定老城, 嘉定
银杏小区, 1993, 87.56, 6, 中区, 朝南, 1, 1, 29122, 255, 嘉定老城, 嘉定
南苑十村, 1999, 122.0, 6, 低区, 朝南北, 1, 1, 29508, 360, 嘉定老城, 嘉定
南苑七村, 1996, 80.69, 6, 高区, 朝南, 1, 1, 27884, 225, 嘉定老城, 嘉定
南苑十村, 1999, 107.87, 6, 高区, 朝南北, 1, 1, 27347, 295, 嘉定老城, 嘉定
桃园公寓(嘉定), 1996, 98.85, 29, 低区, , 0, 0, 35407, 350, 嘉定老城, 嘉定
塔城路800弄, 1998, 81.0, 4, 高区, 朝南, 1, 1, 29012, 235, 嘉定老城, 嘉定
桃园新村(嘉定), 1986, 67.98, 6, 低区, 朝南, 1, 1, 31185, 212, 嘉定老城, 嘉定
桃园新村(嘉定), 1984, 67.98, 6, 中区, 朝南, 1, 1, 32362, 220, 嘉定老城, 嘉定
城中路216弄, 1979, 62.0, 7, 低区, 朝南, 1, 1, 33870, 210, 嘉定老城, 嘉定
汇城公寓, 1999, 85.21, 6, 高区, 朝南, 1, 1, 31099, 265, 嘉定老城, 嘉定
中信泰富又一城, 2011, 89.86, 36, 高区, 朝南, 1, 1, 39394, 354, 嘉定新城, 嘉定
新城金郡, 2010, 90.39, 18, 低区, 朝南北, 1, 1, 38721, 350, 嘉定新城, 嘉定
新城金郡, 2010, 118.47, 5, 中区, 朝南北, 1, 1, 45159, 535, 嘉定新城, 嘉定
龙湖郦城, 2011, 138.25, 25, 低区, 朝南北, 1, 1, 44122, 610, 嘉定新城, 嘉定
盘古天地, 2010, 146.6, 27, 中区, 朝南北, 1, 1, 36152, 530, 嘉定新城, 嘉定
盘古天地, 2010, 89.84, 27, 高区, 朝南北, 1, 1, 40961, 368, 嘉定新城, 嘉定
新城金郡, 2010, 83.45, 18, 高区, 朝南, 1, 1, 37627, 314, 嘉定新城, 嘉定
绿地秋霞坊(公寓), 2012, 82.8, 27, 中区, 朝南, 0, 1, 40700, 337, 嘉定新城, 嘉定
常发豪庭国际, 2013, 57.0, 18, 低区, 朝南, 0, 1, 43508, 248, 嘉定新城, 嘉定
新城金郡, 2011, 88.07, 11, 中区, 朝南北, 0, 1, 39173, 345, 嘉定新城, 嘉定
盘古天地, 2012, 69.86, 37, 中区, 朝南, 0, 1, 40795, 285, 嘉定新城, 嘉定
龙湖郦城, 2011, 88.88, 25, 中区, 朝南, 0, 1, 42754, 380, 嘉定新城, 嘉定
新城金郡, 2013, 90.0, 6, 中区, 朝南北, 0, 1, 42222, 380, 嘉定新城, 嘉定
旭辉华庭, , 74.94, 18, 高区, 朝南, 0, 1, 41900, 314, 嘉定新城, 嘉定
新城金郡, 2010, 90.39, 18, 高区, 朝南北, 0, 1, 38167, 345, 嘉定新城, 嘉定
龙湖蓝湖郡(别墅), 2010, 326.89, 地上3层, 地上3层, (进门) 南北, 0, 1, 27838, 910, 嘉定新城, 嘉定
龙湖郦城, 2011, 137.91, 27, 中区, 朝南北, 0, 1, 39881, 550, 嘉定新城, 嘉定
常发豪庭国际, 2013, 160.51, 18, 低区, 朝南北, 0, 1, 35511, 570, 嘉定新城, 嘉定
盘古天地, 2010, 89.14, 27, 中区, 朝南北, 1, 1, 37020, 330, 嘉定新城, 嘉定
盘古天地, 2010, 147.79, 27, 中区, 朝南北, 1, 1, 36538, 540, 嘉定新城, 嘉定
保利家园(公寓), 2009, 83.78, 26, 中区, , 1, 1, 40582, 340, 嘉定新城, 嘉定
保利家园(公寓), 2009, 83.54, 26, 低区, 朝南北, 1, 1, 37107, 310, 嘉定新城, 嘉定
保利家园(公寓), 2010, 88.93, 18, 高区, 朝南北, 1, 1, 39356, 350, 嘉定新城, 嘉定
保利家园(公寓), 2010, 87.39, 11, 中区, 朝南北, 1, 1, 40622, 355, 嘉定新城, 嘉定
盘古天地, 2010, 88.42, 27, 低区, 朝南, 0, 0, 35625, 315, 嘉定新城, 嘉定
盘古天地, 2010, 89.06, 27, 低区, 朝南北, 0, 0, 37053, 330, 嘉定新城, 嘉定
龙湖蔚澜香醍, , 198.0, 21, 低区, 朝南北, 0, 0, 35858, 710, 嘉定新城, 嘉定
旭辉华庭, , 74.94, 18, 低区, 朝南, 0, 0, 41366, 310, 嘉定新城, 嘉定
龙湖郦城, 2011, 221.39, 21, 低区, 朝南, 0, 0, 24843, 550, 嘉定新城, 嘉定
常发豪庭国际, 2013, 57.0, 18, 低区, 朝南, 0, 0, 43508, 248, 嘉定新城, 嘉定
水岸秀苑, 2005, 75.23, 5, 中区, 朝南, 1, 1, 40941, 308, 江桥, 嘉定
缘圆宝邸, 2008, 72.91, 7, 中区, 朝南北, 1, 1, 50747, 370, 江桥, 嘉定
中房公寓, 2005, 58.44, 7, 低区, 朝南, 1, 1, 47912, 280, 江桥, 嘉定
中房公寓, 2007, 81.75, 7, 高区, , 1, 1, 41957, 343, 江桥, 嘉定
中虹华苑, 2006, 98.71, 5, 中区, , 1, 1, 41535, 410, 江桥, 嘉定
万达城市公寓, 2010, 79.4, 17, 低区, 朝南北, 1, 1, 50377, 400, 江桥, 嘉定
金鹤新城双佳翠庭, 2007, 74.0, 6, 高区, 朝南北, 1, 1, 46216, 342, 江桥, 嘉定
水岸秀苑, 2006, 98.82, 11, 高区, 朝南北, 1, 1, 41489, 410, 江桥, 嘉定
万达城市公寓, 2010, 78.92, 17, 低区, 朝南, 1, 1, 51317, 405, 江桥, 嘉定
中虹华苑, 2006, 76.0, 6, 高区, 朝南北, 1, 1, 46447, 353, 江桥, 嘉定
大宅风范城, 2007, 120.0, 13, 低区, 朝南北, 1, 1, 41666, 500, 江桥, 嘉定
绿地新江桥城, 2012, 77.0, 15, 高区, 朝南, 1, 1, 44155, 340, 江桥, 嘉定
金鹤新城双佳翠庭, 2007, 58.73, 5, 中区, 朝南北, 1, 1, 42227, 248, 江桥, 嘉定
水岸金桥苑, 2008, 77.29, 13, 低区, 朝南, 1, 1, 42049, 325, 江桥, 嘉定
澜茵华庭, 2005, 56.1, 11, 中区, 朝南, 1, 1, 47237, 265, 江桥, 嘉定
水岸秀苑, 2005, 73.91, 6, 高区, 朝南北, 1, 1, 41266, 305, 江桥, 嘉定
缘圆宝邸, 2008, 93.18, 7, 中区, 朝南北, 1, 1, 54732, 510, 江桥, 嘉定
中虹华苑, 2006, 57.25, 6, 低区, 朝南, 1, 1, 41921, 240, 江桥, 嘉定
缘圆宝邸, 2008, 76.55, 7, 低区, 朝南, 1, 1, 45721, 350, 江桥, 嘉定
大宅风范城, 2007, 67.59, 13, 低区, 朝南, 1, 1, 46604, 315, 江桥, 嘉定
绿地新江桥城, 2011, 55.87, 15, 中区, 朝南, 0, 1, 44746, 250, 江桥, 嘉定
大宅风范城, 2007, 57.55, 6, 中区, 朝南北, 0, 1, 48653, 280, 江桥, 嘉定
绿地新江桥城, 2011, 90.51, 15, 低区, 朝南北, 0, 1, 44746, 405, 江桥, 嘉定
爱德佳苑(一期), 2010, 65.82, 11, 低区, 朝南, 0, 1, 42540, 280, 江桥, 嘉定
爱德佳苑(一期), 2010, 120.68, 6, 中区, 朝南北, 0, 1, 40188, 485, 江桥, 嘉定
绿地新江桥城, 2012, 76.69, 15, 低区, 朝南北, 0, 1, 39770, 305, 江桥, 嘉定
大宅风范城, 2007, 67.88, 13, 低区, 朝南, 0, 1, 45668, 310, 江桥, 嘉定
水岸秀苑, 2006, 54.0, 6, 中区, 朝南, 1, 1, 46296, 250, 江桥, 嘉定
水岸金桥苑, 2008, 75.42, 13, 低区, 朝南, 1, 1, 39777, 300, 江桥, 嘉定
中虹华苑, 2006, 72.98, 6, 低区, 朝南北, 1, 1, 41792, 305, 江桥, 嘉定
宝菊新家园, 2008, 58.3, 6, 低区, 朝南北, 1, 1, 35162, 205, 菊园新区, 嘉定
新城悠活城, 2011, 95.2, 18, 中区, 朝南北, 1, 1, 35609, 339, 菊园新区, 嘉定
合景叠翠峰苑, 2012, 89.38, 18, 高区, 朝南北, 0, 1, 38039, 340, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 90.0, 17, 中区, 朝南, 0, 1, 35000, 315, 菊园新区, 嘉定
新城悠活城, 2011, 93.79, 18, 高区, 朝南, 0, 1, 37317, 350, 菊园新区, 嘉定
新城悠活城, 2011, 96.07, 25, 中区, 朝南北, 0, 1, 34141, 328, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 91.7, 18, 低区, 朝南北, 0, 1, 34896, 320, 菊园新区, 嘉定
嘉宝梦之湾(公寓), 2014, 138.77, 11, 中区, 朝南, 0, 1, 38553, 535, 菊园新区, 嘉定
宝菊新家园, 2008, 58.3, 6, 低区, 朝南, 1, 1, 31732, 185, 菊园新区, 嘉定
保利海上五月花(公寓), 2009, 56.0, 14, 低区, 朝南, 1, 1, 34821, 195, 菊园新区, 嘉定
宝菊新家园, 2008, 58.0, 6, 低区, 朝南北, 0, 0, 36206, 210, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 91.01, 18, 高区, 朝南北, 0, 0, 32963, 300, 菊园新区, 嘉定
北水湾名邸, , 81.73, 27, 高区, 朝南, 0, 0, 40376, 330, 菊园新区, 嘉定
宝菊新家园, 2008, 58.0, 6, 中区, 朝南, 1, 1, 37931, 220, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 91.0, 18, 低区, 朝南北, 0, 1, 36263, 330, 菊园新区, 嘉定
宝菊新家园, 2008, 137.2, 6, 高区, 朝南北, 0, 1, 28061, 385, 菊园新区, 嘉定
练祁佳苑, 2011, 134.02, 16, 高区, 朝南北, 0, 1, 33577, 450, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 89.9, 18, 低区, 朝南, 0, 1, 36707, 330, 菊园新区, 嘉定
新城枫景, 2004, 88.8, 5, 中区, 朝南, 1, 1, 33783, 300, 菊园新区, 嘉定
新城悠活城, 2012, 82.59, 18, 中区, 朝南, 0, 0, 37534, 310, 菊园新区, 嘉定
日月光伯爵天地, 2012, 93.0, 24, 高区, 朝西南, 1, 1, 42150, 392, 菊园新区, 嘉定
新城悠活城, 2011, 91.0, 18, 高区, 朝南北, 1, 1, 39560, 360, 菊园新区, 嘉定
宝菊新家园, 2008, 136.39, 6, 高区, 朝南北, 1, 1, 25661, 350, 菊园新区, 嘉定
竹园公寓, 1998, 87.07, 6, 低区, 朝南, 1, 1, 31009, 270, 菊园新区, 嘉定
竹园小区(嘉定), 1998, 64.8, 6, 中区, 朝南, 1, 1, 34876, 226, 菊园新区, 嘉定
新城悠活城, 2011, 82.6, 18, 低区, 朝南, 1, 1, 32687, 270, 菊园新区, 嘉定
保利海上五月花(公寓), 2009, 91.96, 14, 高区, 朝南北, 1, 1, 38929, 358, 菊园新区, 嘉定
新城悠活城, 2011, 99.8, 25, 中区, 朝南, 1, 1, 35571, 355, 菊园新区, 嘉定
合景叠翠峰苑, 2014, 91.55, 18, 高区, 朝南北, 0, 1, 36592, 335, 菊园新区, 嘉定
万科金色领域, 2014, 90.24, 28, 低区, 朝南北, 0, 1, 34352, 310, 菊园新区, 嘉定
嘉苑新村, 2000, 158.52, 2, 低区, , 1, 1, 26495, 420, 马陆, 嘉定
新城馥华里, 2015, 89.25, 22, 中区, 朝南, 0, 1, 36974, 330, 马陆, 嘉定
新城馥华里, 2015, 91.74, 22, 中区, 朝南, 0, 0, 32701, 300, 马陆, 嘉定
嘉苑新村, 2000, 185.0, 3, 低区, 朝南北, 1, 1, 24864, 460, 马陆, 嘉定
嘉苑新村, 1997, 158.52, 2, 低区, 朝东南, 1, 1, 23340, 370, 马陆, 嘉定
保利梧桐语(公寓), 2012, 171.19, 17, 中区, , 0, 0, 32128, 550, 马陆, 嘉定
新城馥华里, , 88.98, 20, 高区, 朝南北, 0, 0, 33715, 300, 马陆, 嘉定
嘉苑新村, 2000, 156.17, 2, 中区, , 0, 0, 23692, 370, 马陆, 嘉定
复华城市花园紫金里, 2007, 179.0, 6, 中区, , 1, 1, 40223, 720, 马陆, 嘉定
嘉苑别墅, 2004, 380.51, 地上2层, 地上2层, , 1, 1, 52561, 2000, 马陆, 嘉定
嘉苑别墅, 2001, 314.32, 地上3层, 地上3层, (进门) 南北, 1, 1, 54085, 1700, 马陆, 嘉定
保利梧桐语(公寓), 2012, 151.4, 17, 低区, 朝南, 0, 1, 35667, 540, 马陆, 嘉定
嘉苑新村, 2000, 158.0, 2, 低区, , 0, 0, 32278, 510, 马陆, 嘉定
嘉泉花园, 1994, 192.1, 地上2层, 地上2层, , 0, 0, 57261, 1100, 马陆, 嘉定
德华一村, 1994, 68.26, 6, 低区, 朝南, 1, 1, 41752, 285, 南翔, 嘉定
金地格林世界(卢尔公寓), 2006, 99.17, 18, 中区, 朝南, 1, 1, 44368, 440, 南翔, 嘉定
金地格林世界(卢尔公寓), 2006, 97.38, 18, 高区, 朝南, 1, 1, 42103, 410, 南翔, 嘉定
金地格林世界(春晓), 2005, 242.9, 地上3层, 地上3层, (进门) 南, 1, 1, 50020, 1215, 南翔, 嘉定
中冶翔腾, 2012, 78.52, 16, 低区, 朝南, 1, 1, 47121, 370, 南翔, 嘉定
绿地清猗园, 2014, 87.84, 20, 中区, 朝南, 0, 1, 48952, 430, 南翔, 嘉定
绿地清猗园, 2014, 99.75, 16, 高区, 朝南北, 0, 1, 50025, 499, 南翔, 嘉定
绿地清猗园, 2014, 128.39, 22, 高区, 朝南北, 0, 1, 47511, 610, 南翔, 嘉定
德华一村, 1996, 74.12, 6, 高区, , 1, 1, 37776, 280, 南翔, 嘉定
金地格林世界(卢尔公寓), 2006, 171.6, 18, 低区, 朝南北, 1, 1, 50116, 860, 南翔, 嘉定
金地格林世界(卢尔公寓), 2005, 90.62, 5, 中区, , 1, 1, 41933, 380, 南翔, 嘉定
德华路301号, 1993, 73.45, 6, 高区, 朝南北, 1, 1, 41933, 308, 南翔, 嘉定
裕丰路201弄, 2001, 85.51, 6, 低区, 朝南北, 1, 1, 38007, 325, 南翔, 嘉定
上隽嘉苑(别墅), 2010, 256.37, 地上3层, 地上3层, (进门) 南北, 1, 1, 52658, 1350, 南翔, 嘉定
德华一村, 1994, 67.59, 6, 低区, 朝南, 1, 1, 41426, 280, 南翔, 嘉定
民东公寓, 2005, 115.15, 4, 低区, 朝南北, 1, 1, 44724, 515, 南翔, 嘉定
金地格林世界(春晓), 2005, 208.41, 地上3层, 地上3层, (进门) 南, 1, 1, 47502, 990, 南翔, 嘉定
民东公寓, 2000, 98.0, 6, 中区, 朝南, 1, 1, 43877, 430, 南翔, 嘉定
金地格林世界(春晓), 2004, 172.77, 地上4层, 地上4层, (进门) 南北, 1, 1, 49198, 850, 南翔, 嘉定
德华路311号, 1994, 59.24, 6, 高区, 朝南, 1, 1, 43551, 258, 南翔, 嘉定
金地格林世界(卢尔公寓), 2005, 84.34, 5, 中区, 朝南北, 1, 1, 48612, 410, 南翔, 嘉定
红翔新村, 1998, 74.95, 6, 中区, , 1, 1, 36691, 275, 南翔, 嘉定
南华小区, 1982, 46.66, 6, 低区, 朝南, 1, 1, 40720, 190, 南翔, 嘉定
金地格林世界(城市公馆), , 85.65, 29, 中区, 朝北, 1, 1, 50204, 430, 南翔, 嘉定
南华小区, 1986, 76.99, 6, 高区, 朝南, 1, 1, 31172, 240, 南翔, 嘉定
金地格林世界(卢尔公寓), 2006, 125.0, 18, 高区, 朝南北, 1, 1, 48400, 605, 南翔, 嘉定
金地格林世界(柯玛仕庄园), 2005, 173.0, 地上3层, 地上3层, (进门) 南北, 1, 1, 54913, 950, 南翔, 嘉定
金地格林世界(卢尔公寓), 2006, 97.45, 18, 高区, , 1, 1, 46177, 450, 南翔, 嘉定
德华一村, 1996, 67.93, 6, 高区, 朝南, 1, 1, 39746, 270, 南翔, 嘉定
金地格林世界(卢尔公寓), 2005, 120.6, 5, 中区, 朝南北, 1, 1, 48092, 580, 南翔, 嘉定
顺驰兰郡名苑, 2009, 243.96, 地上3层, 地上3层, (进门) 南, 1, 1, 29922, 730, 外冈, 嘉定
兰郡九里澜溪谷, 2011, 231.86, 地上3层, 地上3层, , 0, 1, 32347, 750, 外冈, 嘉定
上海villa, , 166.37, 地上1层, 地上1层, , 0, 0, 28851, 480, 外冈, 嘉定
顺驰兰郡名苑, 2008, 228.11, 地上3层, 地上3层, (进门) 南北, 0, 0, 27179, 620, 外冈, 嘉定
外冈新苑, 2007, 93.99, 5, 高区, , 1, 1, 20746, 195, 外冈, 嘉定
外冈新苑, 2007, 122.73, 5, 中区, 朝南, 1, 1, 20369, 250, 外冈, 嘉定
上海庄园, 2013, 224.47, 地上4层, 地上4层, (进门) 南, 0, 1, 30293, 680, 外冈, 嘉定
上海院子, 2014, 192.88, 地上3层, 地上3层, , 0, 0, 36188, 698, 外冈, 嘉定
外冈新苑, 2006, 122.6, 5, 高区, 朝南北, 1, 1, 20554, 252, 外冈, 嘉定
顺驰兰郡名苑, 2008, 204.74, 地上3层, 地上3层, , 1, 1, 25886, 530, 外冈, 嘉定
外冈新苑, 2007, 94.0, 5, 高区, , 1, 1, 21063, 198, 外冈, 嘉定
外冈新苑, 2006, 93.99, 5, 高区, 朝南北, 1, 1, 23406, 220, 外冈, 嘉定
外冈佳苑, 2013, 80.4, 18, 低区, 朝南, 0, 1, 24253, 195, 外冈, 嘉定
外冈新苑, 2006, 128.7, 5, 中区, 朝南, 0, 1, 19813, 255, 外冈, 嘉定
外冈佳苑, 2013, 81.0, 18, 高区, 朝南北, 0, 1, 27160, 220, 外冈, 嘉定
外冈新苑, 2013, 80.0, 6, 高区, 朝南北, 1, 1, 23750, 190, 外冈, 嘉定
外冈新苑, 2006, 129.4, 5, 中区, 朝南北, 1, 1, 19319, 250, 外冈, 嘉定
